,image,image height,image width,image area,red values,green values,blue values,sobel edges avg,sobel edges max,sobel edges min,binary edges avg,binary edges median,binary edges max,binary edges min
18,18,19,31,589,61.08998302207131,61.08998302207131,61.08998302207131,0.02106818972915413,0.09392861635618953,0.00019993097617079501,16.208828522920204,17.0,25.0,0.0
19,19,220,180,39600,45.34856060606061,45.34856060606061,45.34856060606061,0.020639753640211467,0.2397707645748131,4.906538933386797e-18,18.126136363636363,24.0,25.0,0.0
20,20,81,164,13284,105.45874736525143,105.45874736525143,105.45874736525143,0.02242166198421858,0.4395882899118383,9.813077866773593e-18,18.292080698584762,24.0,25.0,0.0
21,21,21,30,630,153.71904761904761,153.71904761904761,153.71904761904761,0.0801198094367913,0.4282455990070041,3.925231146709437e-17,15.182539682539682,13.0,25.0,0.0
22,22,144,180,25920,67.21037808641975,67.21037808641975,67.21037808641975,0.02504155696239146,0.4326078303363561,7.078438161966372e-05,18.96203703703704,25.0,25.0,0.0
23,23,40,40,1600,50.800625,50.800625,50.800625,0.02070575359864454,0.15495403453965712,0.0002533965539096221,17.846875,25.0,25.0,0.0
24,24,25,61,1525,91.16852459016394,91.16852459016394,91.16852459016394,0.02871739646970071,0.1714236533758298,0.0002807898591850371,16.762622950819672,22.0,25.0,0.0
25,25,92,91,8372,68.03177257525084,68.03177257525084,68.03177257525084,0.023028057284936572,0.17525386846129745,9.813077866773593e-18,17.20807453416149,22.0,25.0,0.0
26,26,24,26,624,60.89102564102564,60.89102564102564,60.89102564102564,0.017336044719909956,0.11956711491368036,0.00013573740960967946,17.514423076923077,25.0,25.0,0.0
27,27,93,58,5394,79.0241008527994,79.0241008527994,79.0241008527994,0.031314664618953277,0.25494210958976543,0.00024969879971786124,17.46125324434557,23.0,25.0,0.0
28,28,62,75,4650,69.30623655913979,69.30623655913979,69.30623655913979,0.0454790284309978,0.5362764626240388,0.00044602119865557176,17.619139784946235,24.0,25.0,0.0
29,29,78,53,4134,68.8284954039671,68.8284954039671,68.8284954039671,0.0296740448463957,0.2890178111457443,7.264705882353839e-05,16.3933236574746,18.0,25.0,0.0
30,30,169,224,37856,72.24257713440406,72.24257713440406,72.24257713440406,0.0237534559924521,0.4930746708827559,0.0,17.55425824175824,23.0,25.0,0.0
31,31,40,46,1840,58.4179347826087,58.4179347826087,58.4179347826087,0.02697348519159464,0.2692308859859709,5.5917515597156766e-05,16.14836956521739,19.0,25.0,0.0
32,32,144,89,12816,94.80508739076154,94.80508739076154,94.80508739076154,0.04075574591025226,0.5467325145385032,0.0,17.70958177278402,24.0,25.0,0.0
33,33,180,161,28980,50.572049689440995,50.572049689440995,50.572049689440995,0.033102819392622336,0.36443661128766647,7.695029277808563e-05,18.994133885438234,25.0,25.0,0.0
34,34,76,31,2356,61.24915110356537,61.24915110356537,61.24915110356537,0.02681636469171167,0.1629108253565389,0.00042423122906856887,18.245331069609506,25.0,25.0,0.0
35,35,36,33,1188,66.20286195286195,66.20286195286195,66.20286195286195,0.04903495971300726,0.4414043034089225,0.0006283709095748979,16.37962962962963,19.0,25.0,0.0
36,36,118,61,7198,67.41053070297305,67.41053070297305,67.41053070297305,0.0178219098903505,0.24022801286290885,9.224286766961272e-05,16.987357599333148,20.0,25.0,0.0
37,37,41,70,2870,106.11149825783973,106.11149825783973,106.11149825783973,0.03520049501842408,0.18229792122590224,0.00024969879971787083,16.406271777003486,18.0,25.0,0.0
38,38,83,37,3071,51.79550634972322,51.79550634972322,51.79550634972322,0.03435927210779008,0.5259801234078677,0.0002901203034349729,17.83490719635298,25.0,25.0,0.0
39,39,85,66,5610,91.99465240641712,91.99465240641712,91.99465240641712,0.044656027766438185,0.41131798712356615,0.00022425017096369896,17.875935828877004,24.0,25.0,0.0
40,40,207,104,21528,122.65867707172055,122.65867707172055,122.65867707172055,0.034138771082503606,0.5108403132543943,0.0,19.604096989966557,25.0,25.0,0.0
41,41,116,81,9396,80.03618561089826,80.03618561089826,80.03618561089826,0.033095152378991674,0.2340517605004259,0.00024969879971791127,17.130906768837804,22.0,25.0,0.0
42,42,40,43,1720,44.96511627906977,44.96511627906977,44.96511627906977,0.02915468405017397,0.17769371532916878,4.906538933386797e-18,18.340697674418603,25.0,25.0,0.0
43,43,39,48,1872,72.54220085470085,72.54220085470085,72.54220085470085,0.04995488717539881,0.42412066016730166,0.0007972282336906869,18.17094017094017,25.0,25.0,0.0
44,44,104,81,8424,60.418447293447294,60.418447293447294,60.418447293447294,0.021968191231058014,0.2590719215062994,1.9626155733547187e-17,17.604819563152898,24.0,25.0,0.0
45,45,87,22,1914,49.68025078369906,49.68025078369906,49.68025078369906,0.03624873949719778,0.47923476235584106,0.0005676653541025653,16.735632183908045,22.0,25.0,0.0
46,46,83,138,11454,49.304871660555264,49.304871660555264,49.304871660555264,0.023250211338943172,0.23655585025586023,6.720178832229958e-05,17.182469006460625,22.0,25.0,0.0
47,47,140,249,34860,75.25312679288582,75.25312679288582,75.25312679288582,0.03359215312724087,0.45454946061098117,7.068627450982495e-05,18.665433161216292,25.0,25.0,0.0
48,48,104,76,7904,66.80022773279352,66.80022773279352,66.80022773279352,0.03764964634159759,0.5119603153345023,0.00031462939636177237,18.209767206477732,25.0,25.0,0.0
49,49,147,55,8085,65.19158936301794,65.19158936301794,65.19158936301794,0.0362923086043793,0.39933609005122145,0.0001999309761707852,17.735807050092763,24.0,25.0,0.0
50,50,70,127,8890,63.77446569178853,63.77446569178853,63.77446569178853,0.02119098581507489,0.18099201597698839,0.0,17.408548931383578,23.0,25.0,0.0
51,51,108,99,10692,55.9833520389076,55.9833520389076,55.9833520389076,0.023946374650415134,0.2195062113960678,9.813077866773593e-18,17.63178077066966,24.0,25.0,0.0
52,52,31,33,1023,66.32942326490713,66.32942326490713,66.32942326490713,0.026797811363402334,0.21405498839493795,0.00036430657562791274,17.89149560117302,25.0,25.0,0.0
53,53,77,126,9702,72.85920428777571,72.85920428777571,72.85920428777571,0.025195084414857623,0.35888256489213066,7.06862745098527e-05,16.99556792413935,21.0,25.0,0.0
54,54,144,241,34704,65.9800887505763,65.9800887505763,65.9800887505763,0.031982609105969846,0.37160334218981894,6.720178832228059e-05,18.401221761180267,25.0,25.0,0.0
55,55,141,153,21573,59.79358457330923,59.79358457330923,59.79358457330923,0.023457269982764716,0.29088198316974917,6.483357869032393e-05,17.16261067074584,21.0,25.0,0.0
56,56,54,64,3456,46.4615162037037,46.4615162037037,46.4615162037037,0.014734407930799831,0.08581993159621579,0.0002517716731367405,19.07841435185185,25.0,25.0,0.0
57,57,124,158,19592,73.10759493670886,73.10759493670886,73.10759493670886,0.024039519049595715,0.2133743779383159,0.00015981549940014117,17.050479787668436,21.0,25.0,0.0
58,58,87,68,5916,55.246957403651116,55.246957403651116,55.246957403651116,0.021926836211906553,0.24987584224563641,7.09146185343839e-05,17.285327924273158,23.0,25.0,0.0
59,59,118,72,8496,71.83815913370998,71.83815913370998,71.83815913370998,0.020652966204387432,0.21777506792210513,0.0,16.93326271186441,19.0,25.0,0.0
60,60,29,24,696,49.71264367816092,49.71264367816092,49.71264367816092,0.028207968061962775,0.12064984509271368,0.0016005077349427617,16.129310344827587,21.0,25.0,0.0
61,61,80,116,9280,75.95862068965518,75.95862068965518,75.95862068965518,0.025821022914716572,0.17288421604598128,7.068627450982495e-05,16.408943965517242,16.0,25.0,0.0
62,62,41,8,328,62.573170731707314,62.573170731707314,62.573170731707314,0.01355421588018815,0.07573189263888896,0.0005939380835875995,14.362804878048781,13.0,25.0,0.0
63,63,329,227,74683,78.78933626126428,78.78933626126428,78.78933626126428,0.024986527798366413,0.3628239176180946,3.7254901960187543e-06,17.77878499792456,23.0,25.0,0.0
64,64,75,67,5025,57.416119402985075,57.416119402985075,57.416119402985075,0.020033448806170154,0.11861231625119896,9.813077866773593e-18,16.6873631840796,20.0,25.0,0.0
65,65,29,22,638,52.14576802507837,52.14576802507837,52.14576802507837,0.019987403559556586,0.10312885336176866,0.00021205882352943323,16.482758620689655,21.0,25.0,0.0
66,66,76,89,6764,65.07480780603193,65.07480780603193,65.07480780603193,0.029272565718244443,0.27687497608940026,0.0004416684402915678,18.37004730928445,25.0,25.0,0.0
67,67,157,78,12246,70.06761391474767,70.06761391474767,70.06761391474767,0.022356198527162804,0.279283094920343,1.9626155733547187e-17,17.18022211334313,22.0,25.0,0.0
68,68,117,61,7137,52.898136471906966,52.898136471906966,52.898136471906966,0.020001418160660162,0.1472608397455625,9.813077866773593e-18,17.639204147400868,24.0,25.0,0.0
69,69,50,32,1600,64.8325,64.8325,64.8325,0.02080433830789767,0.14153848703055874,0.000367987776759882,15.703125,15.0,25.0,0.0
70,70,91,144,13104,57.441697191697195,57.441697191697195,57.441697191697195,0.0322132063401688,0.3232061392324459,0.0001433333333333078,19.072496947496948,25.0,25.0,0.0
71,71,73,71,5183,77.11171136407486,77.11171136407486,77.11171136407486,0.02548763394506113,0.15960826517757465,0.00022300579366053063,16.1153771946749,16.0,25.0,0.0
72,72,53,50,2650,57.18716981132076,57.18716981132076,57.18716981132076,0.023886254899892857,0.2303462580443215,0.0005734893232177007,17.447547169811322,24.0,25.0,0.0
73,73,69,80,5520,66.07536231884058,66.07536231884058,66.07536231884058,0.022755640537005073,0.17313479181646824,0.0,16.527355072463767,18.0,25.0,0.0
74,74,123,37,4551,98.77763128982642,98.77763128982642,98.77763128982642,0.04593654028691152,0.5217719646162728,0.00024969879971784774,16.970116457921335,19.0,25.0,0.0
75,75,23,24,552,56.64492753623188,56.64492753623188,56.64492753623188,0.0351229145267274,0.25942237572011695,0.0005273700098211358,17.019927536231883,24.0,25.0,0.0
76,76,90,152,13680,65.88421052631578,65.88421052631578,65.88421052631578,0.034771968926668236,0.4709117563864895,0.00014955351337930014,18.347587719298247,25.0,25.0,0.0
77,77,108,128,13824,98.15762442129629,98.15762442129629,98.15762442129629,0.03154793628333686,0.47435338668451965,0.0001096491381047633,18.08912037037037,24.0,25.0,0.0
78,78,77,59,4543,71.71076381245872,71.71076381245872,71.71076381245872,0.026330026719129467,0.25256546587316747,0.00015894588000955906,16.88861985472155,21.0,25.0,0.0
79,79,410,225,92250,69.46474796747968,69.46474796747968,69.46474796747968,0.02432441895769185,0.43297622927163437,9.813077866773593e-18,17.826764227642276,24.0,25.0,0.0
80,80,32,20,640,73.984375,73.984375,73.984375,0.05543928393085795,0.257892493982136,0.0017752887603491544,16.63125,24.0,25.0,0.0
81,81,60,83,4980,50.91947791164659,50.91947791164659,50.91947791164659,0.019294874367893483,0.16884254340026517,0.0,16.587751004016063,19.0,25.0,0.0
82,82,80,96,7680,55.728125,55.728125,55.728125,0.020581935837392016,0.26807174598081857,7.637254901961264e-05,17.245052083333334,23.0,25.0,0.0
83,83,23,44,1012,41.47529644268775,41.47529644268775,41.47529644268775,0.02128731504179352,0.09255080123627847,0.0002181425643768429,18.09090909090909,25.0,25.0,0.0
84,84,71,77,5467,98.78763490031096,98.78763490031096,98.78763490031096,0.03822974226516512,0.2981755039115722,0.0,16.60508505578928,18.0,25.0,0.0
85,85,127,172,21844,75.08295184032228,75.08295184032228,75.08295184032228,0.02310802722138602,0.528112624113347,4.2099824614968045e-06,18.620261856802784,25.0,25.0,0.0
86,86,85,121,10285,68.94769081186193,68.94769081186193,68.94769081186193,0.023635338171996333,0.25714823052124547,0.000137647058823534,18.255031599416625,25.0,25.0,0.0
87,87,70,109,7630,58.04207077326343,58.04207077326343,58.04207077326343,0.03188834646045395,0.41420535185959517,0.00015063613030214158,16.933289646133684,21.0,25.0,0.0
88,88,54,43,2322,79.38285960378984,79.38285960378984,79.38285960378984,0.021482658576547502,0.18347286860830256,0.00014281070055765548,16.760551248923342,20.0,25.0,0.0
89,89,51,53,2703,71.57898631150573,71.57898631150573,71.57898631150573,0.02664048696292191,0.1887985579568904,0.00015805931488011094,16.22789493155753,17.0,25.0,0.0
90,90,108,75,8100,90.5916049382716,90.5916049382716,90.5916049382716,0.031139408654031128,0.43197518382319267,0.00028935918673262534,17.680987654320987,24.0,25.0,0.0
91,91,75,107,8025,62.58828660436137,62.58828660436137,62.58828660436137,0.024479472879778513,0.3912462233159407,0.00021209154606883235,17.329096573208723,23.0,25.0,0.0
92,92,108,86,9288,92.5479112833764,92.5479112833764,92.5479112833764,0.039505278188594076,0.4972922121112972,0.00010000394071433686,17.281330749354005,22.0,25.0,0.0
93,93,61,100,6100,58.88819672131147,58.88819672131147,58.88819672131147,0.027025410182312325,0.28275869113612445,0.00013764705882350622,16.637540983606556,20.0,25.0,0.0
94,94,33,33,1089,98.8989898989899,98.8989898989899,98.8989898989899,0.05321823953411644,0.31631077854417455,7.068627450981801e-05,17.426997245179063,24.0,25.0,0.0
95,95,287,401,115087,97.72518181897173,97.72518181897173,97.72518181897173,0.01788764619248291,0.3412762167837849,0.0,17.84566458418414,23.0,25.0,0.0
96,96,62,92,5704,62.680750350631136,62.680750350631136,62.680750350631136,0.01993601160776879,0.13966164836878628,0.0,17.11115007012623,22.0,25.0,0.0
97,97,128,170,21760,62.28106617647059,62.28106617647059,62.28106617647059,0.034950672574958506,0.3648016050042112,3.241230442121474e-05,16.980974264705882,20.0,25.0,0.0
98,98,142,45,6390,64.80907668231612,64.80907668231612,64.80907668231612,0.02420643338345423,0.23737394478789714,7.441176470583676e-05,17.16870109546166,22.0,25.0,0.0
99,99,181,103,18643,42.130236549911494,42.130236549911494,42.130236549911494,0.026005615953418323,0.37233033148965095,0.00015981549940016142,19.032076382556454,25.0,25.0,0.0
100,100,136,68,9248,58.22772491349481,58.22772491349481,58.22772491349481,0.019189326606370724,0.19061521280879618,0.0,17.588343425605537,23.0,25.0,0.0
101,101,137,35,4795,80.66548488008343,80.66548488008343,80.66548488008343,0.046623651667310875,0.3722521997496644,0.0003036199008855892,17.51157455683003,24.0,25.0,0.0
102,102,45,34,1530,79.10457516339869,79.10457516339869,79.10457516339869,0.05370827413693991,0.5084554487688547,0.0005312970426058789,17.158169934640522,24.0,25.0,0.0
103,103,50,70,3500,72.41742857142857,72.41742857142857,72.41742857142857,0.028459497304679636,0.22671526077492662,9.469684932359675e-05,16.173714285714286,17.0,25.0,0.0
104,104,79,12,948,51.34915611814346,51.34915611814346,51.34915611814346,0.02315384787930196,0.07767720840766168,0.0005092762351975824,17.51054852320675,25.0,25.0,0.0
105,105,81,65,5265,59.906172839506176,59.906172839506176,59.906172839506176,0.023010743872578086,0.18914391851926393,0.00019731424281860363,16.735232668566002,20.0,25.0,0.0
106,106,54,54,2916,75.33058984910836,75.33058984910836,75.33058984910836,0.03055508484970988,0.22154786951681013,0.0003384642163646399,15.983882030178327,17.0,25.0,0.0
107,107,49,148,7252,110.39244346387204,110.39244346387204,110.39244346387204,0.04275916754105637,0.44318122211104966,0.0,17.691671263099835,23.0,25.0,0.0
108,108,21,44,924,62.64718614718615,62.64718614718615,62.64718614718615,0.028333707622352326,0.2733233768406675,0.000465778824652651,18.173160173160174,25.0,25.0,0.0
109,109,41,98,4018,100.16002986560478,100.16002986560478,100.16002986560478,0.035899466342752,0.3611614179598375,0.00017580615657738157,17.545047287207566,24.0,25.0,0.0
110,110,57,34,1938,75.00773993808049,75.00773993808049,75.00773993808049,0.02821304934266863,0.3080979931745316,0.0005415842897169243,16.237874097007225,18.0,25.0,0.0
111,111,90,79,7110,55.59170182841069,55.59170182841069,55.59170182841069,0.020401578420359612,0.1305986659449746,0.0001641954333428171,17.538115330520395,23.0,25.0,0.0
112,112,100,55,5500,61.93090909090909,61.93090909090909,61.93090909090909,0.02465813828169081,0.20442360014424524,0.0002212236165160019,17.328181818181818,23.0,25.0,0.0
113,113,72,122,8784,50.90596539162113,50.90596539162113,50.90596539162113,0.02884197789917682,0.2742257871311888,5.268638761795854e-06,18.503073770491802,25.0,25.0,0.0
114,114,163,65,10595,96.0044360547428,96.0044360547428,96.0044360547428,0.024974524772269784,0.23552675115051444,7.068627450980414e-05,16.778008494572912,19.0,25.0,0.0
115,115,83,53,4399,70.12320982041373,70.12320982041373,70.12320982041373,0.02218835309414398,0.1835549105058203,0.00015805931488011715,16.32939304387361,17.0,25.0,0.0
116,116,60,96,5760,65.42465277777778,65.42465277777778,65.42465277777778,0.04268883095816531,0.45587804975634044,0.0005438188015220517,18.73090277777778,25.0,25.0,0.0
117,117,115,159,18285,65.71862182116489,65.71862182116489,65.71862182116489,0.026867571135955202,0.3951116729159402,0.0001504518696804853,18.985124418922613,25.0,25.0,0.0
118,118,74,86,6364,50.208830923947204,50.208830923947204,50.208830923947204,0.03625116659486245,0.3497800265918773,0.0002120588235293916,18.5963230672533,25.0,25.0,0.0
119,119,96,77,7392,72.32278138528139,72.32278138528139,72.32278138528139,0.020107208520302226,0.3044506234053985,0.00014055668008054352,17.636498917748916,24.0,25.0,0.0
120,120,328,110,36080,52.15368625277162,52.15368625277162,52.15368625277162,0.0141190068569587,0.1682612822825247,9.813077866773593e-18,18.48212305986696,25.0,25.0,0.0
121,121,173,219,37887,64.25507429989179,64.25507429989179,64.25507429989179,0.028563925644216445,0.41007680692742937,1.9626155733547187e-17,18.770448966664027,25.0,25.0,0.0
122,122,89,160,14240,103.22008426966292,103.22008426966292,103.22008426966292,0.04045358193328227,0.3580700004960056,9.813077866773593e-18,17.23553370786517,22.0,25.0,0.0
123,123,46,66,3036,60.19367588932806,60.19367588932806,60.19367588932806,0.02539306809668701,0.2274963880001275,0.0002919287338048718,19.065217391304348,25.0,25.0,0.0
124,124,191,143,27313,57.46853146853147,57.46853146853147,57.46853146853147,0.02398984233302574,0.27574438202479007,0.0,17.256947241240436,22.0,25.0,0.0
125,125,70,112,7840,62.15829081632653,62.15829081632653,62.15829081632653,0.024636462836555736,0.16729904923522318,0.00019731424281857403,17.350637755102042,23.0,25.0,0.0
126,126,62,107,6634,57.57386192342478,57.57386192342478,57.57386192342478,0.020949888013228488,0.20906585045635181,0.0,17.9009647271631,24.0,25.0,0.0
127,127,53,13,689,38.53701015965167,38.53701015965167,38.53701015965167,0.026961686230423255,0.11948112638382404,0.0007891866271595982,17.008708272859216,25.0,25.0,0.0
128,128,49,17,833,98.22689075630252,98.22689075630252,98.22689075630252,0.06087867222219814,0.4583900840656604,0.0005007732774744159,15.842737094837934,17.0,25.0,0.0
129,129,77,144,11088,75.43668831168831,75.43668831168831,75.43668831168831,0.02852800380291099,0.29521279097794473,0.00019731424281857365,16.594065656565657,17.0,25.0,0.0
130,130,90,44,3960,71.77651515151516,71.77651515151516,71.77651515151516,0.017264867465959777,0.14544385363479725,0.00015738311359370837,16.77171717171717,19.5,25.0,0.0
131,131,117,82,9594,53.10444027517198,53.10444027517198,53.10444027517198,0.020534108713728075,0.260302555831654,9.487207842615478e-05,17.875964144256827,24.0,25.0,0.0
132,132,118,99,11682,67.2396849854477,67.2396849854477,67.2396849854477,0.02143438811495803,0.20277137584838428,0.00010406399784667493,17.234805683958225,22.0,25.0,0.0
133,133,123,90,11070,51.81029810298103,51.81029810298103,51.81029810298103,0.021236672413520452,0.2974904584638924,1.7647058823261341e-06,18.947425474254743,25.0,25.0,0.0
134,134,213,44,9372,72.0322236448997,72.0322236448997,72.0322236448997,0.020290456206203816,0.39455988367708644,9.813077866773593e-18,17.74050362782757,24.0,25.0,0.0
135,135,84,112,9408,57.070046768707485,57.070046768707485,57.070046768707485,0.02570080025174831,0.21766610917934587,6.696078431372986e-05,17.344919217687075,22.0,25.0,0.0
136,136,152,122,18544,91.90358067299395,91.90358067299395,91.90358067299395,0.036574492786667474,0.6157169461395458,0.00010406399784663417,18.69219154443486,25.0,25.0,0.0
137,137,102,76,7752,67.19246646026832,67.19246646026832,67.19246646026832,0.024167031376166045,0.22541427960064067,0.0001539379596618242,16.682533539731683,19.0,25.0,0.0
138,138,144,77,11088,62.70084776334777,62.70084776334777,62.70084776334777,0.03281290989381165,0.4688803380466058,9.390959438994296e-05,17.895833333333332,24.0,25.0,0.0
139,139,89,135,12015,63.521930919683726,63.521930919683726,63.521930919683726,0.03281638681006179,0.4095565419019771,0.0001564287193970941,17.130669995838534,22.0,25.0,0.0
140,140,49,75,3675,65.18204081632653,65.18204081632653,65.18204081632653,0.021513899490167146,0.15062679613574592,0.0001961617470050746,17.0756462585034,23.0,25.0,0.0
141,141,55,70,3850,77.0109090909091,77.0109090909091,77.0109090909091,0.04746408940867139,0.5970582262479465,0.00019993097617074595,17.081558441558442,21.0,25.0,0.0
142,142,51,77,3927,79.81283422459893,79.81283422459893,79.81283422459893,0.023734876527675263,0.19487643526200088,0.00017073841147164525,15.97886427298192,15.0,25.0,0.0
143,143,64,90,5760,61.28576388888889,61.28576388888889,61.28576388888889,0.018811431468348606,0.12549685330013371,0.00015290399874929453,17.82517361111111,24.0,25.0,0.0
144,144,30,44,1320,50.57424242424243,50.57424242424243,50.57424242424243,0.03158440942527953,0.19531448543097282,0.0003948985045704341,16.831818181818182,21.0,25.0,0.0
145,145,66,65,4290,49.22121212121212,49.22121212121212,49.22121212121212,0.02475576499595133,0.2674361911212714,0.00016140009413972056,17.95920745920746,24.0,25.0,0.0
146,146,102,289,29478,79.46970622158898,79.46970622158898,79.46970622158898,0.017787089272587167,0.4920305460576184,0.0,20.03260058348599,25.0,25.0,0.0
147,147,131,133,17423,75.38271250645698,75.38271250645698,75.38271250645698,0.031210196287737132,0.4241492421281176,0.00015473610505258863,18.502037536589565,25.0,25.0,0.0
148,148,65,117,7605,69.28428665351743,69.28428665351743,69.28428665351743,0.018134210093475232,0.16220794170227285,9.813077866773593e-18,16.982380013149243,20.0,25.0,0.0
149,149,128,118,15104,70.5415783898305,70.5415783898305,70.5415783898305,0.03458311522575802,0.5568711577326864,6.718548123583397e-05,18.267677436440678,24.0,25.0,0.0
150,150,64,73,4672,55.10873287671233,55.10873287671233,55.10873287671233,0.01966187328070305,0.13570922963551907,0.0001999309761707754,17.719606164383563,24.0,25.0,0.0
151,151,125,109,13625,53.98840366972477,53.98840366972477,53.98840366972477,0.024017671494877258,0.39041565691460406,0.00015299449171269827,17.53115596330275,23.0,25.0,0.0
152,152,190,96,18240,62.27132675438597,62.27132675438597,62.27132675438597,0.023945346924684346,0.23746095762245434,0.00015473610505256728,17.591008771929825,23.0,25.0,0.0
153,153,77,104,8008,52.33991008991009,52.33991008991009,52.33991008991009,0.019962089998795472,0.2533017479139666,0.00015878119140366785,17.45004995004995,23.0,25.0,0.0
154,154,55,74,4070,81.32211302211302,81.32211302211302,81.32211302211302,0.05654443547630629,0.4833478837052792,0.00021095351166320787,17.794840294840295,24.0,25.0,0.0
155,155,84,36,3024,99.55522486772487,99.55522486772487,99.55522486772487,0.047525724184677355,0.30953016573971376,0.0001433333333333356,15.503968253968255,14.0,25.0,0.0
156,156,101,166,16766,63.81480376953358,63.81480376953358,63.81480376953358,0.03100584520690716,0.3490228681101444,0.0001589579738394183,19.259036144578314,25.0,25.0,0.0
157,157,55,118,6490,51.46671802773498,51.46671802773498,51.46671802773498,0.02646939985883607,0.325651557559999,0.0002092720489344009,17.235747303543913,23.0,25.0,0.0
158,158,81,64,5184,56.86554783950617,56.86554783950617,56.86554783950617,0.021726302934666097,0.12820718668313766,0.00016090553178070682,17.538194444444443,24.0,25.0,0.0
159,159,60,38,2280,82.8359649122807,82.8359649122807,82.8359649122807,0.04716566430568555,0.5622469381080352,0.0,17.016666666666666,22.5,25.0,0.0
160,160,71,81,5751,90.37419579203616,90.37419579203616,90.37419579203616,0.029689121480203046,0.32964389057109744,0.00016733548044040717,16.92488262910798,20.0,25.0,0.0
161,161,138,75,10350,65.57420289855072,65.57420289855072,65.57420289855072,0.035349437397016924,0.4601120387531128,0.0,18.257487922705312,24.0,25.0,0.0
162,162,54,25,1350,62.76,62.76,62.76,0.024830048278757517,0.16417356445452932,0.0006334692533079513,16.369629629629628,21.5,25.0,0.0
163,163,59,47,2773,114.97944464478904,114.97944464478904,114.97944464478904,0.05748922236224418,0.36531151199955914,0.00011931388660632376,16.717634331049403,21.0,25.0,0.0
164,164,72,136,9792,57.45404411764706,57.45404411764706,57.45404411764706,0.021748900286823997,0.12977163455987512,9.85887539568561e-05,18.002553104575163,24.0,25.0,0.0
165,165,50,75,3750,61.424,61.424,61.424,0.0195632673065936,0.13534053478404925,1.9626155733547187e-17,17.0224,22.0,25.0,0.0
166,166,50,54,2700,60.09074074074074,60.09074074074074,60.09074074074074,0.030273809286216726,0.23410119618857225,0.0002790196078431422,16.206296296296298,17.0,25.0,0.0
167,167,131,178,23318,50.68745175400978,50.68745175400978,50.68745175400978,0.022849556252694556,0.23737872106896998,9.813077866773593e-18,17.862080795951627,24.0,25.0,0.0
