,image,image height,image width,image area,damage_labels,red values,green values,blue values,sobel edges avg,sobel edges min,sobel edges max,binary edges avg,binary edges max,binary edges min
35,35,51,48,2448,0,60.28063725490196,96.43300653594771,81.36274509803921,0.02142138684528964,0.00042423122906854496,0.15385409771141367,16.79901960784314,25.0,0.0
36,36,40,43,1720,0,90.3232558139535,121.15523255813953,121.49127906976744,0.03680934947217158,0.0004514938679569959,0.17116939856966065,15.800581395348837,25.0,0.0
37,37,50,38,1900,1,99.47052631578947,118.45473684210526,116.67842105263158,0.06481084455108949,0.0010601787124561535,0.3901400452747326,14.489473684210527,25.0,0.0
38,38,47,44,2068,1,65.98307543520309,99.42553191489361,83.24468085106383,0.028042554078717214,0.0004293497134861158,0.2757550363648062,16.838974854932303,25.0,0.0
39,39,102,55,5610,1,87.78360071301248,109.23333333333333,99.58270944741533,0.05040753772570562,0.0002809859337466061,0.3076837796843283,15.624955436720143,25.0,0.0
40,40,132,59,7788,1,88.11325115562404,116.34232152028763,112.04070364663585,0.03804549300536328,0.00037199319992708936,0.3358532571767299,16.992937853107346,25.0,0.0
41,41,96,40,3840,2,95.43880208333333,114.84869791666667,115.34791666666666,0.04163003812901144,6.706434159152272e-05,0.23791729404539372,16.6984375,25.0,0.0
42,42,119,132,15708,1,109.19798828622358,119.03093964858671,112.81372549019608,0.04993608326620539,0.0,0.6898645744975417,16.103896103896105,25.0,0.0
43,43,92,78,7176,2,92.6850613154961,110.5898829431438,109.1801839464883,0.04378815981626654,0.0002961020150327015,0.24383547806779898,17.21697324414716,25.0,0.0
44,44,89,85,7565,1,104.71315267680106,130.14844679444812,134.16695307336417,0.0482461299740832,0.000375820325361759,0.31347484615434734,16.998281559814938,25.0,0.0
45,45,139,130,18070,1,70.44825677919204,100.77742114001107,88.78372993912562,0.030829162249710863,9.996548808538279e-05,0.27384590792973273,17.47387935805202,25.0,0.0
46,46,50,56,2800,3,73.88285714285715,109.23785714285714,102.15964285714286,0.05418968655453158,0.0005030913279666685,0.352698383949202,18.750714285714285,25.0,0.0
47,47,25,26,650,1,82.7,98.31538461538462,85.13384615384615,0.05407860048657426,0.0007010239736897611,0.1998130526228507,14.744615384615384,25.0,0.0
48,48,54,120,6480,2,104.17283950617283,114.66435185185185,108.58611111111111,0.05204877816981668,0.00010136145500035022,0.5264549649474402,15.92608024691358,25.0,0.0
49,49,63,59,3717,1,97.85821899381222,123.36265805757331,123.9109496906107,0.05218368548494873,0.0002482141714211574,0.2700495188998228,16.622006994888352,25.0,0.0
50,50,66,63,4158,1,79.85088985088986,101.83381433381433,91.3030303030303,0.048755232316996945,0.0005192607238626805,0.44940290101516883,16.15921115921116,25.0,0.0
51,51,46,99,4554,1,103.15063680281071,121.74308300395256,122.61989459815547,0.05937291352542078,0.0007996734363272407,0.33799651609386416,16.909310496267018,25.0,0.0
52,52,32,27,864,1,95.93981481481481,124.26620370370371,118.82060185185185,0.04102421442519221,0.0006602228443126381,0.17405017195488756,15.626157407407407,25.0,0.0
53,53,19,27,513,2,58.73684210526316,80.43859649122807,63.20272904483431,0.02855504051809638,0.0009479727910302475,0.10590254410265344,15.434697855750487,25.0,0.0
54,54,59,50,2950,1,68.18779661016949,95.01694915254237,85.4606779661017,0.04468111000887761,0.00020834256034930716,0.3070591022191063,18.486101694915256,25.0,0.0
55,55,126,119,14994,0,67.3451380552221,100.34613845538215,76.36227824463118,0.05003570583388192,0.0008010371136946867,0.3913045858985829,18.74543150593571,25.0,0.0
56,56,37,39,1443,1,70.09702009702009,97.27997227997228,88.4074844074844,0.054939256498958165,0.0009742785114326019,0.21032497419301077,15.24948024948025,25.0,0.0
57,57,43,46,1978,1,100.21334681496461,128.90192113245703,128.53336703741152,0.04294505786806412,0.0004938323367076487,0.17266481131798117,15.565217391304348,25.0,0.0
58,58,24,24,576,0,67.58854166666667,99.76215277777777,86.32118055555556,0.041235915482891676,0.001725134327161589,0.2678533781246728,17.510416666666668,25.0,0.0
59,59,42,51,2142,2,85.82539682539682,106.98879551820728,96.09943977591037,0.06608550892561703,0.0012780756226426595,0.30796282711357403,15.822128851540617,25.0,0.0
60,60,125,57,7125,0,92.10694736842105,121.32505263157894,117.52126315789474,0.035908504426786975,0.0003053405206086538,0.30030820885589854,17.06442105263158,25.0,0.0
61,61,32,32,1024,2,86.576171875,105.2216796875,88.75,0.0624560129477185,0.0024243886592316606,0.31674087178891414,16.7646484375,25.0,0.0
62,62,61,74,4514,1,86.475631369074,111.10389898094816,110.42977403633141,0.035698207306168794,0.0002188298983541107,0.2873533702982794,16.971200708905627,25.0,0.0
63,63,76,52,3952,1,78.61968623481782,111.08552631578948,108.43775303643724,0.03888144474457394,0.00034728310577329186,0.2657130098199592,16.439271255060728,25.0,0.0
64,64,129,99,12771,1,78.26654138282045,96.79688356432543,87.21345235298723,0.041911487771318666,0.00020263745388318007,0.23827871076926516,16.421345235298723,25.0,0.0
65,65,50,59,2950,1,79.72847457627118,99.34338983050847,89.43118644067796,0.06382727403582553,0.0011838820876191856,0.334824913544949,15.654576271186441,25.0,0.0
66,66,46,49,2254,2,60.54569653948536,90.01464063886424,77.60514640638864,0.05517649866085748,0.0006305264242703896,0.44130869887485147,18.060337178349602,25.0,0.0
67,67,94,87,8178,0,109.95096600635853,134.69674737099535,133.76228906823184,0.05285348074169833,0.0,0.3886340769583392,16.77084861824407,25.0,0.0
68,68,37,47,1739,0,75.91604370327775,103.62219666474985,90.5250143760782,0.053609613923197456,0.0009690974984763856,0.2961909570444865,18.059229442208167,25.0,0.0
69,69,42,57,2394,0,75.77485380116958,111.74394319131162,112.44778613199666,0.021426377727207988,0.0004973960355939082,0.1904489771136388,16.824143692564746,25.0,0.0
70,70,33,33,1089,1,76.45821854912764,102.85766758494032,91.31037649219468,0.05846668836255771,0.0008515359000542146,0.3775043305976284,17.48576675849403,25.0,0.0
71,71,56,55,3080,0,131.29675324675324,150.68896103896103,145.58896103896103,0.0746100108122092,0.0010157409705917496,0.40520342818728106,17.59642857142857,25.0,0.0
72,72,51,51,2601,1,87.54671280276817,116.92541330257593,113.4886582083814,0.040389353794032155,0.0001339733772838625,0.22917998266408865,16.14071510957324,25.0,0.0
73,73,76,81,6156,1,137.48424301494478,153.0888564002599,141.92089018843404,0.06746359954101773,0.00034983251059204305,0.34029945393483485,16.04093567251462,25.0,0.0
74,74,84,73,6132,2,83.705642530985,103.40362035225048,90.59083496412264,0.044419412411467,0.00044970990051083123,0.29625843320690964,16.675636007827787,25.0,0.0
75,75,53,50,2650,0,101.55849056603773,126.0867924528302,122.63849056603773,0.07227384532708189,0.0011690797461690657,0.45589455571934046,17.873207547169812,25.0,0.0
76,76,79,80,6320,3,101.28560126582279,122.41930379746836,112.89066455696202,0.02917706707719115,0.00026584867694073964,0.2459451173521752,19.18655063291139,25.0,0.0
77,77,48,37,1776,3,81.59572072072072,102.77027027027027,90.34853603603604,0.042677145140714134,0.0008644979352913603,0.2215193398052997,15.82713963963964,25.0,0.0
78,78,78,71,5538,1,57.814734561213434,90.05994944023114,76.67425063199711,0.018271099843765383,3.7254901960950826e-06,0.12249375710555487,17.841820151679308,25.0,0.0
79,79,42,47,1974,1,57.625126646403245,86.87132725430598,74.70060790273556,0.022052604360839567,0.00046181109004787385,0.10343586203591779,16.89260385005066,25.0,0.0
80,80,42,52,2184,1,80.96520146520146,111.52747252747253,105.94322344322345,0.037531185692361094,0.00025502615752643314,0.1490715551056237,15.19047619047619,25.0,0.0
81,81,77,71,5467,1,87.08066581306018,107.7770257911103,95.6586793488202,0.042492940446779856,0.0002753528371542195,0.2215193398052997,16.276385586244743,25.0,0.0
82,82,129,103,13287,0,81.09829156318206,111.30217505832769,104.87589373071424,0.031399568094879385,0.00020272682152995748,0.261460930081592,17.25047038458644,25.0,0.0
83,83,48,44,2112,1,75.5563446969697,105.17897727272727,100.4971590909091,0.03306584973909037,0.00029204356929529555,0.31888329508207386,16.599431818181817,25.0,0.0
84,84,46,63,2898,1,53.43650793650794,80.52139406487233,94.98688750862664,0.040890617582755584,0.0006858961772281518,0.276817132473695,16.49033816425121,25.0,0.0
85,85,64,59,3776,1,88.42505296610169,114.79343220338983,97.70021186440678,0.06231602043205096,6.698948657090181e-05,0.368592708865981,17.770656779661017,25.0,0.0
86,86,44,43,1892,1,98.59936575052853,119.51004228329809,103.69291754756871,0.03672191685428117,0.0004169320147011646,0.17461351239786252,18.165433403805498,25.0,0.0
87,87,26,31,806,3,69.38709677419355,99.63895781637717,93.23200992555832,0.03789950102054491,0.0013320588235294292,0.1620874458180535,17.957816377171216,25.0,0.0
88,88,112,110,12320,2,81.98530844155844,108.80300324675325,107.15625,0.054870245282155,0.0,0.714020640281754,16.475974025974025,25.0,0.0
89,89,51,47,2397,0,80.20191906549854,107.41551939924906,99.48060075093868,0.04939345837382276,0.00045659704678148623,0.23473958513164708,16.42636629119733,25.0,0.0
90,90,46,38,1748,1,91.87986270022883,114.2025171624714,116.08638443935926,0.05244566810061738,0.0015329569801651834,0.24241342676656935,16.248855835240274,25.0,0.0
91,91,28,22,616,3,90.7288961038961,120.76948051948052,110.17045454545455,0.06816514861656038,0.0017381841725227559,0.2848036073578302,16.06331168831169,25.0,0.0
92,92,81,97,7857,0,75.83148784523355,105.71859488354333,101.2537864324806,0.03068527983307975,0.00031366482256546774,0.34521057024618784,16.684103347333586,25.0,0.0
93,93,77,72,5544,1,64.54473304473305,98.28968253968254,88.1801948051948,0.02794182804557444,0.00025502615752640045,0.202339745331345,16.586219336219337,25.0,0.0
94,94,98,101,9898,1,104.88987674277632,122.74732269145282,122.51424530208124,0.04915318204909598,0.0002235296267629051,0.3243792927151305,16.701252778339057,25.0,0.0
95,95,43,37,1591,1,58.30798240100566,97.49591451917033,75.24135763670647,0.02458949769142537,0.0004074702528043129,0.2766743746701449,16.880578252671278,25.0,0.0
96,96,83,84,6972,0,92.72518646012622,123.11460126219163,118.13927137119909,0.052019054203290414,0.0002958782923096321,0.46842871010570813,16.086345381526105,25.0,0.0
97,97,72,68,4896,3,74.13602941176471,102.12888071895425,96.15890522875817,0.055927733652599565,0.0005892556509887737,0.46206735945873983,18.90359477124183,25.0,0.0
98,98,35,35,1225,3,77.52816326530612,111.50448979591837,104.27265306122449,0.028801987755006263,0.0007154786161266819,0.14330894160989374,15.93469387755102,25.0,0.0
99,99,69,60,4140,3,118.5084541062802,137.84903381642513,128.73864734299516,0.06560543639607183,0.0003593587832540799,0.4179546303954675,18.70193236714976,25.0,0.0
100,100,47,32,1504,1,90.53390957446808,121.43683510638297,115.60704787234043,0.03341402967084387,0.0004977628150728153,0.17750311064104,15.477393617021276,25.0,0.0
101,101,50,56,2800,1,70.39785714285715,102.5975,92.14035714285714,0.031274416745800726,0.00042662297255003056,0.22603100663614212,16.173571428571428,25.0,0.0
102,102,115,111,12765,0,68.42083822953389,104.65569917743831,89.93678025851939,0.0332286877277921,0.0003459803921568721,0.3390868702988138,16.991931061496278,25.0,0.0
103,103,58,63,3654,1,94.70032840722496,117.80541871921183,119.31773399014779,0.07303982114161658,0.001035633207243857,0.4119867049192592,15.411056376573619,25.0,0.0
104,104,72,82,5904,1,103.3734756097561,129.51202574525746,132.47916666666666,0.04162605877017684,9.736681179941822e-05,0.3381700848710051,16.888550135501355,25.0,0.0
105,105,20,25,500,1,62.034,93.994,75.186,0.0497501231475884,0.0006994313612804582,0.23650189593265109,14.742,25.0,0.0
106,106,107,108,11556,2,94.44072343371408,107.73511595707858,111.54586362062997,0.049908827158322976,0.0,0.7071208092143874,18.126254759432328,25.0,0.0
107,107,19,26,494,3,60.67004048582996,89.51417004048584,81.69635627530364,0.037000685782386376,0.001194411764705888,0.16473224251995602,18.105263157894736,25.0,0.0
108,108,47,83,3901,2,92.73570879261727,110.43809279671879,98.76441937964624,0.0641007061341804,0.000879631401955632,0.41714064692826663,15.532940271725199,25.0,0.0
109,109,104,89,9256,1,97.20505617977528,121.54591616248919,124.47558340535869,0.04701437098050528,0.0,0.40661700389236327,17.23908815903198,25.0,0.0
110,110,43,48,2064,1,74.65213178294573,100.50920542635659,97.53100775193798,0.04761595927328152,0.0001465686274509628,0.3476166384753552,15.722868217054264,25.0,0.0
111,111,49,53,2597,3,85.86368887177512,116.46592221794378,110.13246053138236,0.04086888143693761,0.00047084871263328653,0.2163034521370192,14.855602618405852,25.0,0.0
112,112,9,34,306,1,74.6078431372549,106.24509803921569,97.40522875816994,0.03978880212272591,0.0008889668026214833,0.19653951752586127,13.179738562091503,25.0,0.0
113,113,48,45,2160,0,79.65092592592593,110.22962962962963,100.78194444444445,0.05186773027168196,0.0011890636874880764,0.3048676410690566,17.89953703703704,25.0,0.0
114,114,49,44,2156,0,93.38636363636364,121.11966604823748,115.50510204081633,0.03755369994477717,0.00031625989171570865,0.2041911596401103,16.098330241187384,25.0,0.0
115,115,38,39,1482,3,59.69635627530364,87.58232118758434,76.44736842105263,0.04061253583287706,0.0008473557542836179,0.2643243562265843,18.063427800269906,25.0,0.0
116,116,74,73,5402,1,81.8387634209552,106.43076638282118,94.98445020362828,0.051713492218186725,0.0005009485907561382,0.30855186800747697,15.935024065161052,25.0,0.0
117,117,54,57,3078,0,44.7488628979857,69.84600389863547,51.319038336582196,0.02669690977051835,0.00029056589115227747,0.13335968488751315,19.15464587394412,25.0,0.0
118,118,72,81,5832,1,105.43604252400549,125.16169410150891,130.9437585733882,0.05435816428588925,0.00031697975174165184,0.34019057068510083,17.363340192043896,25.0,0.0
119,119,50,49,2450,1,68.70040816326531,100.96163265306123,88.99795918367347,0.0335592064999582,9.858875395688541e-05,0.24476559655120114,16.67142857142857,25.0,0.0
120,120,30,46,1380,1,123.3195652173913,133.44855072463767,124.23695652173913,0.07822970017719046,0.0,0.5740327506804452,15.581159420289856,25.0,0.0
121,121,28,52,1456,1,100.0309065934066,127.64697802197803,123.32005494505495,0.051631070933664626,0.0010421528277272303,0.3115188394425197,15.68131868131868,25.0,0.0
122,122,68,28,1904,0,54.22584033613445,87.24002100840336,71.23897058823529,0.015775314718190686,0.00035617668647415637,0.066451606312901,17.473214285714285,25.0,0.0
123,123,31,60,1860,1,114.53924731182796,126.43225806451613,123.60752688172043,0.045949893513519025,0.0008419919546821191,0.18750189112043875,15.26021505376344,25.0,0.0
124,124,36,52,1872,3,83.8525641025641,110.03098290598291,100.45352564102564,0.06082433623282457,0.0004733408567883307,0.35940116324354215,17.77991452991453,25.0,0.0
125,125,27,28,756,0,64.7010582010582,101.4484126984127,88.8452380952381,0.03220670882436554,0.000733667147731275,0.15294041994800953,18.294973544973544,25.0,0.0
126,126,26,27,702,1,86.21225071225071,125.11111111111111,123.33903133903134,0.07044283116803361,0.00355412157652208,0.2952427518662986,16.05982905982906,25.0,0.0
127,127,36,41,1476,1,86.07113821138212,113.13888888888889,112.28861788617886,0.03782119937196519,0.00035149246520370045,0.21147555919007724,15.663279132791327,25.0,0.0
128,128,29,34,986,1,128.26673427991886,151.14300202839758,152.65922920892496,0.04781060309701234,0.0011288226268443135,0.23743364918814944,16.121703853955374,25.0,0.0
129,129,42,19,798,1,98.23934837092732,112.6641604010025,94.03383458646617,0.06267062319153618,0.0004921181337780815,0.29755164163274417,14.62406015037594,25.0,0.0
130,130,60,48,2880,1,104.765625,115.59965277777778,109.81458333333333,0.05285939726699369,0.0007721524375240296,0.3539556506150403,15.35138888888889,25.0,0.0
131,131,73,63,4599,3,85.60578386605783,108.09132420091325,98.35833876929767,0.0701928522831842,0.0006472393761762829,0.507155675499704,15.938682322243967,25.0,0.0
132,132,77,103,7931,1,76.74832934056235,112.8957256335897,105.36830160131132,0.02587394949053625,0.00010263362085944577,0.16617511368582463,17.57382423401841,25.0,0.0
133,133,21,33,693,0,84.89177489177489,117.7027417027417,103.99855699855699,0.05644789638983501,0.001212444737481114,0.28123258627890385,16.483405483405484,25.0,0.0
134,134,54,33,1782,0,61.14141414141414,91.9253647586981,82.66273849607182,0.020924749155842515,0.0005631789080804755,0.10392409387299069,17.009539842873178,25.0,0.0
135,135,27,55,1485,1,73.84309764309765,106.7952861952862,97.95084175084175,0.032755307621157394,0.00031456077529361443,0.20430469997833436,15.055892255892257,25.0,0.0
136,136,89,63,5607,0,71.07472801854824,103.2967718922775,95.36204744069913,0.027554451275791703,0.00034821648343914537,0.1847792234672594,16.94168004280364,25.0,0.0
137,137,52,56,2912,1,86.39010989010988,98.36950549450549,85.18578296703296,0.054990554208423775,0.0010136342593680765,0.3111353137937152,15.790521978021978,25.0,0.0
138,138,185,87,16095,2,74.40410065237651,100.87555141348244,92.27089158123641,0.04221130995968705,0.00022539064298547905,0.3111874250186602,16.422180801491145,25.0,0.0
139,139,23,48,1104,2,84.71920289855072,110.64945652173913,98.56884057971014,0.07097973887717247,0.0007835768413386142,0.2794630276405312,15.009963768115941,25.0,0.0
140,140,37,42,1554,0,85.42792792792793,113.95817245817246,106.22265122265122,0.03919739059859251,0.0005110227229542897,0.1943812145314363,15.552767052767052,25.0,0.0
141,141,51,54,2754,0,208.67138707334786,214.02832244008715,196.11946259985476,0.01245061710578085,0.0001451458585748871,0.044113472091126926,16.51670297748729,25.0,0.0
142,142,76,75,5700,2,77.00508771929825,113.42140350877193,106.17210526315789,0.02665853354312701,0.0001598515807675931,0.15122296943400726,17.145614035087718,25.0,0.0
143,143,24,67,1608,1,102.62126865671642,113.77985074626865,109.8700248756219,0.04897808075233329,0.0005911966796532693,0.25205015347488835,14.929726368159203,25.0,0.0
144,144,25,36,900,2,89.77444444444444,110.21111111111111,97.22111111111111,0.0615423982240442,0.001048932825803855,0.2586849907203005,16.058888888888887,25.0,0.0
145,145,44,62,2728,3,89.94464809384164,123.25476539589442,119.66532258064517,0.07842774636157634,0.0007891866271595982,0.4494767973065731,18.01099706744868,25.0,0.0
146,146,46,32,1472,3,81.8491847826087,115.20652173913044,99.73641304347827,0.04839353152181839,0.0013325006050132328,0.4427602062467657,18.078804347826086,25.0,0.0
147,147,69,63,4347,1,91.52380952380952,112.4172992868645,99.67126754083276,0.05135179435769302,0.0,0.6871338529189488,16.167931907062343,25.0,0.0
148,148,56,43,2408,0,74.19892026578073,105.95598006644518,95.10174418604652,0.025029015824588136,1.9626155733547187e-17,0.20428629115142047,16.973837209302324,25.0,0.0
149,149,43,40,1720,1,86.7546511627907,108.94709302325582,113.86046511627907,0.053763680858080844,0.0016178923551392725,0.27621755623710215,15.88139534883721,25.0,0.0
150,150,22,36,792,1,77.79797979797979,106.54671717171718,85.69065656565657,0.03425614578693499,0.00030863498757521715,0.14440050485481698,14.680555555555555,25.0,0.0
151,151,39,61,2379,2,72.08364859184532,97.40983606557377,92.80538041193779,0.06301378120244144,0.0,0.507703281724046,15.087011349306431,25.0,0.0
152,152,74,84,6216,1,76.15797940797941,107.41361003861005,101.97844272844273,0.02734567307696695,0.00034484456210119786,0.15326888971694602,17.06386743886744,25.0,0.0
153,153,29,29,841,1,82.15101070154577,105.5065398335315,96.82877526753865,0.04662824444274838,0.0001564730760527926,0.24350671318305642,15.815695600475625,25.0,0.0
154,154,28,25,700,0,83.67142857142858,111.24428571428571,95.48714285714286,0.03739264167800134,0.0007543255311338684,0.17349065614883546,14.735714285714286,25.0,0.0
155,155,67,71,4757,0,57.287786420012615,88.19339920117721,72.45322682362834,0.028741560379981625,0.00014167504554907473,0.405444730413492,17.451965524490223,25.0,0.0
156,156,51,47,2397,1,92.57196495619525,111.09511889862328,97.63954943679599,0.08579840491887922,0.0005139930170800894,0.43295259334027014,15.134751773049645,25.0,0.0
157,157,42,51,2142,3,66.79691876750701,94.6531279178338,84.1890756302521,0.04695743734680459,0.0013329207731104956,0.2572148838780499,18.73762838468721,25.0,0.0
158,158,70,69,4830,1,81.10103519668738,98.8120082815735,89.43498964803312,0.03842316010143966,0.0003002814583825774,0.27702851669386186,16.267908902691513,25.0,0.0
159,159,50,51,2550,1,94.0278431372549,109.54862745098039,105.89686274509803,0.04447045675671373,0.0003772007446553536,0.2107589271808857,15.852941176470589,25.0,0.0
160,160,113,140,15820,0,103.28824273072061,127.77768647281921,127.82888748419722,0.046761347330942296,0.00024869774242960486,0.5291735968571072,17.41188369152971,25.0,0.0
161,161,68,72,4896,2,113.84885620915033,134.3874591503268,126.60191993464052,0.07919141238992511,0.0006311556228245001,0.5204900939543923,17.576797385620914,25.0,0.0
162,162,65,64,4160,3,107.03173076923076,124.58052884615384,126.14783653846153,0.056262348374356945,0.001053709153240708,0.2922765065655097,18.791826923076922,25.0,0.0
163,163,20,52,1040,1,74.2451923076923,100.83269230769231,85.80480769230769,0.03134605617995457,0.0007653398641459363,0.18338266501186812,15.48076923076923,25.0,0.0
164,164,32,34,1088,0,68.01011029411765,104.25827205882354,93.25091911764706,0.011071950689912916,0.0003516666666666737,0.04591101490157432,18.03676470588235,25.0,0.0
165,165,42,41,1722,1,90.00174216027875,116.72009291521486,103.58652729384437,0.062315448627680514,0.00035136447929282505,0.4337199678240473,18.235772357723576,25.0,0.0
166,166,43,51,2193,1,54.57637938896489,79.16963064295486,69.13725490196079,0.039887889951226406,0.001242809789398959,0.2868308822372816,15.978112175102599,25.0,0.0
167,167,40,42,1680,1,51.925,79.06130952380953,73.22619047619048,0.03635721951090671,0.0004406090577730091,0.14383580613608213,15.852380952380953,25.0,0.0
168,168,46,47,2162,3,63.85615171137835,92.59019426456985,85.11193339500463,0.03821107445733911,0.00022723811032717496,0.2795179557791084,18.65541165587419,25.0,0.0
169,169,95,88,8360,1,83.1828947368421,100.52751196172248,89.65741626794258,0.0419795242568708,0.0002924742485797105,0.30105692885236074,16.368181818181817,25.0,0.0
170,170,26,73,1898,0,69.19441517386723,100.16859852476291,88.37618545837724,0.028481038118687945,0.0002957857272805723,0.14961328156104212,16.39831401475237,25.0,0.0
171,171,75,109,8175,0,99.31009174311927,128.93443425076453,123.05577981651376,0.047546793780152356,0.0001950828893516688,0.3128902735429124,16.430091743119267,25.0,0.0
172,172,37,39,1443,0,55.21136521136521,84.25017325017325,76.993762993763,0.020182099448661877,0.0007385521870178838,0.10246241107271252,18.698544698544698,25.0,0.0
